PATG|-160.395548167574|59.0534704503659
KLG|-160.341329|61.536274
AK63|-160.273044|59.075622
Z52|-160.266205|56.036686
QPUU|-160.215118|21.905111
K40|-160.205449|62.656224
PANV|-160.190659|62.646735
91A|-160.15277|66.766044
QLEH|-160.096512|22.02578
KGX|-160.064904|62.894561
PAWI|-159.994757|70.637999
ZNC|-159.993685|60.980655
PALK|-159.985758111959|66.6001347723563
PAWT|-159.860349|70.613378
NCRG|-159.805556|-21.202739
PHBK|-159.78506|22.022774
PHCA|-159.77495|62.188296
NCAI|-159.765020616415|-18.8338651365159
HI53|-159.655535|22.174597
PAK|-159.603329|21.896945
SHX|-159.569061|62.695119
PANI|-159.543045|61.581597
KIB|-159.488669|55.897533
HI01|-159.445561|22.209361
HI33|-159.440261|21.942421
HI46|-159.427204|21.965753
HI03|-159.389703|22.041278
PHLI|-159.338954247351|21.9759800138185
QANA|-159.296082|22.165779
9A3|-159.235967|61.583173
PPEV|-159.158579|55.90806
PMBA|-159.049924|58.990196
3Z8|-158.874728|59.747039
AK79|-158.775361|56.255047
PKAL|-158.743584|64.318042
PAPH|-158.633370167577|56.9591011652358
Z33|-158.623589|59.273978
5A8|-158.617673|59.282562
Z35|-158.5972|59.280923
KCG|-158.590926|56.317829
0Z3|-158.57719|59.058976
KKU|-158.558843|58.811193
CLP|-158.545233|58.842305
KCL|-158.535926|56.311163
5Z4|-158.532464|59.001753
PADL|-158.505513|59.044674
AK56|-158.477235|59.96316
5QN|-158.471622|58.872029
Z78|-158.40148|56.295611
AJC|-158.37398|56.311444
PHDH|-158.197281|21.579475
CJX|-158.137118|61.869022
PAUL|-158.074221|64.729311
PHJR|-158.070268963656|21.3073240663061
PHHI|-158.039666|21.4835
HI58|-158.005579|21.70487
FLT|-157.98907|62.452649
QPHB|-157.970016|21.309317
HI24|-157.964722|21.390833
NPS|-157.959756|21.364895
HI12|-157.953914|21.676263
HI57|-157.946969|21.675151
PHNL|-157.922422906832|21.3186843410538
HI55|-157.899199|21.364056
PAFM|-157.857471315173|67.1063139412421
HI09|-157.855868|21.304336
HI38|-157.85298|21.309169
HI40|-157.847257|21.313502
HI56|-157.838919|21.521823
QOHE|-157.799881|21.452433
PHNG|-157.767947|21.450453
UGB|-157.739866|57.425358
XBEL|-157.719492421725|21.3666260479233
KYU|-157.715836|64.877143
AK14|-157.714108|58.906485
PPNP|-157.571957|57.580381
KEK|-157.474409|59.353994
PATQ|-157.435663|70.467113
9A8|-157.399306|57.527868
AK64|-157.391944|60.867778
PAII|-157.375428250989|58.1854905706614
AK96|-157.352393|58.216207
PLCH|-157.349965|1.986323
RDV|-157.347934|61.787643
PKNW|-157.328317|59.449875
QXMS|-157.313034|1.995675
JZZ|-157.259473|59.726642
HI49|-157.258573|21.147932
PAGH|-157.162401|66.888077
SLQ|-157.155701|61.709311
Z61|-157.151806|62.599043
AK60|-157.09682|57.8851
PHMK|-157.096258641769|21.1528872077973
76Z|-157.047152|58.927605
5NK|-157.01992|58.732881
5KO|-157.010482|58.870105
WSN|-157.008251|58.703436
4AK9|-157.007142|58.73427
8AK0|-156.995196|58.710936
QPAP|-156.982483|21.21974
PHLU|-156.973598|21.21104
PHNY|-156.951419|20.785611
AK35|-156.940752|58.727326
PAGA|-156.937416101681|64.736182233787
9Z7|-156.932153|58.962607
DCK|-156.904674|66.943338
QLAN|-156.897507|20.731106
9Z8|-156.865217|59.118165
OBU|-156.861058|66.909171
PABR|-156.766002|71.285446
HI50|-156.692738|22.911827
QLHA|-156.67366|20.848513
PHJH|-156.673031|20.962936
PAKN|-156.649267428033|58.6767628055778
QAHO|-156.599503|20.511488
SRV|-156.588186|61.789875
Z17|-156.529865|63.146038
PHOG|-156.430458222037|20.8986466358328
PAHS|-156.389265|65.697194
AK77|-156.36736|63.001868
PAHL|-156.351432|65.697854
Z48|-156.144051|63.571609
TCT|-156.06819|62.992704
PHKO|-156.045632|19.738767
PHHN|-156.014439|20.795638
QHNA|-156.009262|20.814554
KCR|-155.989044|63.567723
92Z|-155.981659|19.832512
PATL|-155.976664|62.894445
QONA|-155.969055|19.529709
PIGG|-155.901772|59.324042
HI07|-155.863884|19.913616
PHUP|-155.86|20.26525
HI13|-155.849997|19.788625
5Z9|-155.777388|58.554843
2AK6|-155.669321|66.216107
PHMU|-155.668107|20.001327
HI18|-155.647223|19.865839
PMCG|-155.605675341985|62.9527490793027
16Z|-155.593179|62.957985
HI25|-155.57805|19.122824
PASV|-155.574228|61.097369
PHSF|-155.553767|19.760015
QKKI|-155.544876|19.078054
HI29|-155.509439|19.22754
HI05|-155.502222|20.083603
PARY|-155.469871|64.727214
HI28|-155.468607|19.216153
23AK|-155.440351|61.358485
HI27|-155.388057|20.028328
HI52|-155.259723|19.433087
PABM|-155.257223|59.361665
HI02|-155.166118|19.902226
HI31|-155.138342|19.763903
HI04|-155.125008|19.702517
LKK|-155.121272|58.98208
HI32|-155.113343|19.844732
HI23|-155.108338|19.547526
QILO|-155.078049|19.739723
PHTO|-155.048735440023|19.7201465984534
PAIL|-154.91096004395|59.7538024036744
5NN|-154.839175|59.980231
9K2|-154.802706|59.432646
0AK2|-154.750619|71.058779
MDR|-154.718981|63.105777
KYK|-154.450371|57.567064
PFSP|-154.358435|63.01856
TPO|-154.318873|60.204333
HUS|-154.26319|66.041122
ALZ|-154.247847|56.899487
KOY|-154.229793|57.161453
AKK|-154.183135|56.939202
KMY|-154.145919|57.025586
AK04|-154.123833|59.78961
KKL|-154.027591|57.367036
09AK|-153.978417|57.535107
PAFW|-153.893619|62.506612
AK81|-153.815361|57.471494
PAIM|-153.703891|65.992638
FKK|-153.62251|62.542454
TNW|-153.611121|62.53162
KWP|-153.548948|57.770109
AK48|-153.361953|62.293287
WSJ|-153.320597|57.730374
6R7|-153.269749|57.218103
AK52|-153.268973|63.393873
AK71|-153.242215|70.910745
AK18|-153.080825|59.828549
KPY|-153.040559|57.930111
ORI|-152.846101|57.885378
6AK6|-152.717525|62.084142
AET|-152.666549|66.560616
6A8|-152.622156|66.551818
KPR|-152.582165|58.490137
4K5|-152.500511|57.922876
PADQ|-152.493804821445|57.749958501733
9Z4|-152.399956|57.78786
9Z3|-152.382732|57.802584
KDK|-152.373841|57.805918
KKB|-152.370488|58.190946
AK74|-152.354116|57.807862
PAHM|-152.301874|63.885997
01A|-152.270016|62.943611
3AK9|-152.258785|70.574643
NTTP|-152.243669|-16.426485
3AK5|-152.161977|60.588868
UMT|-152.135661|69.371096
PTAL|-152.109385|65.174403
1AK1|-152.016078|67.372872
KEB|-151.925156|59.352148
AK07|-151.877115|59.240999
PGM|-151.831539|59.348259
5AK0|-151.798917|60.815549
NTTB|-151.753917268308|-16.4439230027635
PAKP|-151.74334|68.133599
AK27|-151.707661|59.434105
SOV|-151.70405|59.442439
NIN|-151.589419|60.020234
5Z7|-151.573218|59.468827
PABT|-151.529042|66.91394
4Z9|-151.522381|59.452161
2AK4|-151.5125|59.47
5BL|-151.502126|59.644667
PAHO|-151.476594|59.645548
NTTR|-151.465856|-16.722863
9AK3|-151.44891|61.013884
NTAR|-151.3609|-22.433792
3AK4|-151.340013|60.632489
41AK|-151.320548|60.31164
2R3|-151.311403|60.704436
6Z1|-151.305013|60.643878
AK73|-151.302236|60.725274
45A|-151.294167|60.7025
6AK3|-151.278068|60.729441
5KS|-151.262771|60.353309
30AK|-151.260003|60.502758
PAEN|-151.245004173722|60.5730980993294
AK17|-151.223242|59.763565
SKW|-151.191366|61.965295
AK80|-151.17748|65.101719
7AK3|-151.166114|60.476372
TYE|-151.13807|61.076663
AK32|-151.077779|60.491373
PABG|-151.043898|61.172219
PASX|-151.038239|60.474959
46AK|-151.029894|59.738289
NTTH|-151.021668|-16.68724
PAQT|-151.005556|70.209945
L85|-150.995556|60.533611
5Z5|-150.993955|63.541715
97Z|-150.945342|62.517256
7AK5|-150.93555|60.503597
7AK6|-150.928606|60.477763
8AK4|-150.852214|60.534154
1AK4|-150.752209|60.524154
MLY|-150.64413|64.997565
PPC|-150.643793|66.812881
AK72|-150.601124|61.704742
0AK3|-150.493917|62.035866
AK30|-150.454972|60.480265
22AK|-150.369811|70.416359
3AK7|-150.338906|61.765577
Z90|-150.32952|63.748678
PCK|-150.286061|67.237898
8AK6|-150.262224|61.371945
2Z2|-150.220539|65.175911
PCXF|-150.203879|67.25218
AK39|-150.179949|60.697198
5FI|-150.160554|61.168337
RMP|-150.142805|65.507862
WSM|-150.122742|67.404573
AK44|-150.116148|62.318937
44AK|-150.104088|60.533024
AK90|-150.102235|61.732796
02AK|-150.09474|61.875305
PTKA|-150.093686|62.320513
AK34|-150.079738|61.835303
21AK|-150.068914|62.071704
PAUO|-150.051664|61.754278
AK37|-150.035561|61.249451
PANC|-149.996356958671|61.1743754472462
60Z|-149.981054|67.216238
49AK|-149.977243|62.024481
78Z|-149.974454|61.685573
PALH|-149.971932|61.180004
6AK2|-149.965554|61.251951
Z41|-149.965267|61.186948
13AK|-149.885565|61.649461
AK12|-149.863306|61.106112
20AK|-149.84598|61.214532
Z40|-149.845556|61.394451
PAMR|-149.84472766442|61.2135445507785
FVM|-149.840078|65.927044
AK92|-149.824414|61.08139
Z38|-149.823861|61.116946
AK38|-149.823611|61.193611
PBGQ|-149.813897|61.536198
PEDF|-149.80649469199|61.2513546122929
AK82|-149.796641|61.158337
CSR|-149.781364|61.158059
AK20|-149.762224|65.353981
NTTM|-149.761875|-17.489971
AK91|-149.749424|61.239729
JLA|-149.718802|60.482745
PAFR|-149.653119|61.266382
7AK8|-149.618894|61.622798
AK89|-149.618888|61.499457
NTTE|-149.610001|-17.01
NTAA|-149.607179|-17.553738
UBW|-149.597555|70.330819
5CD|-149.579739|68.065439
43AK|-149.576114|61.602518
PAWS|-149.540296|61.57166
NTAT|-149.524074|-23.365353
PABV|-149.509033120698|61.4151470683471
52Z|-149.497134|60.641081
GBH|-149.490021|68.479063
42AK|-149.484999|61.568905
7AK4|-149.454997|61.538349
AK24|-149.440548|61.418348
5AK8|-149.43139|61.632797
PAWD|-149.419726433866|60.1307128501999
5L6|-149.407499|61.586406
9Z9|-149.370196|60.411096
51Z|-149.369965|65.143709
C36|-149.367448|63.18764
1AK7|-149.318896|61.24946
0AK1|-149.314725|61.616962
Z96|-149.310554|61.566128
99Z|-149.290837|61.608906
34AK|-149.285561|61.624461
5AK6|-149.28472|61.557239
4AK6|-149.283452196109|61.6400787518042
3AK6|-149.266669|61.592794
14AK|-149.168878|61.49946
AK50|-149.141378|61.554738
UMM|-149.127283|63.331479
AQY|-149.125789|60.966096
PACL|-149.120143|64.301203
SVS|-149.095915|66.009005
PAAQ|-149.088710592646|61.5949145924664
PANN|-149.075353665115|64.5483044106362
11Z|-149.023989|63.910651
AK01|-149.019709|61.52974
A13|-148.988881|61.342234
HRR|-148.968984|63.866208
TTW|-148.955616|63.391205
JVM|-148.927761|61.731416
INR|-148.910638|63.732598
7AK7|-148.88175|63.738432
2Z3|-148.86317|64.042041
Z70|-148.850336|63.37065
AK06|-148.798131|63.645099
IEM|-148.721578|60.777213
NTGV|-148.717225|-14.868056
SAG|-148.702875|69.366334
35AK|-148.695142|70.492155
AK11|-148.682237|70.401677
4AK2|-148.669171|65.472618
AK59|-148.522338|64.02566
48AK|-148.492496|61.793089
WCR|-148.483222|67.504517
PASC|-148.465165|70.194754
PUO|-148.34277|70.251854
NTGC|-148.230697|-15.119617
C05|-147.991889|60.077306
0AK6|-147.944153|61.803374
PYL|-147.918736|60.685287
AK28|-147.918556|64.814028
PAFA|-147.859656373076|64.8133702619916
28AK|-147.859346|61.808877
2Z5|-147.848258|64.832899
1AK9|-147.833893|64.820801
MTF|-147.762422|64.806788
NTAV|-147.661935|-23.88524
NTTG|-147.660802|-14.954327
PAFB|-147.614535|64.837614
2AK2|-147.563492|64.453459
0Z2|-147.531979|63.10816
SMU|-147.506922|61.811989
8AK7|-147.474199|63.090661
31AK|-147.424643|64.832908
WBQ|-147.401219|66.361551
95Z|-147.387639|64.759222
2AK1|-147.363758|64.363739
5AK2|-147.347687|64.730687
5AK3|-147.333802|64.773187
AK88|-147.32302|61.899485
HNE|-147.304407|61.90143
Z86|-147.17864|63.026775
FVSK|-147.168865|61.936996
PAEI|-147.101511|64.665665
NTGK|-146.88477|-15.663335
1Z9|-146.703692|60.893908
AK47|-146.686465|60.868905
NTGU|-146.616703|-15.248304
2AK5|-146.584253|60.481675
Z55|-146.579422|62.293689
13S|-146.518867|62.282855
Z14|-146.460522|62.064789
AK51|-146.449411|62.0634
VEE|-146.413775|67.022694
PMDO|-146.30724040866|59.4499424939681
NTHE|-146.256945|-14.428056
PAVD|-146.24834|61.13395
AK97|-146.145909|60.423064
NTGI|-146.070057|-14.436763
AK13|-146.047432|65.051826
AK58|-146.041067|62.113411
1AK2|-146.013305|62.400942
5BK|-145.860886|63.535146
9AK4|-145.830389|64.137361
Z91|-145.824038|66.273996
CKU|-145.726704|60.543903
TT04|-145.723889|15.188333
PABI|-145.720036430357|63.9950679436056
D66|-145.717326|64.050438
AK55|-145.688434|61.17727
NTGF|-145.656996|-16.05415
PARC|-145.579415|68.11467
NTGA|-145.509955|-17.352605
AK09|-145.502324|64.049607
11AK|-145.502318|63.999606
PXK|-145.500551|63.02458
PACV|-145.477551300363|60.4917632258065
45AK|-145.470092|63.961829
PAGK|-145.454334|62.154953
3Z5|-145.427428|62.068419
29AK|-145.418992|64.049609
NTKF|-145.329196|-16.686733
Z93|-145.294081|61.94119
PFYU|-145.250425|66.571487
NTGT|-145.245814|-14.709544
NTKR|-145.024542|-14.455781
AK99|-144.836143|69.983136
CEM|-144.783291|65.573807
CZO|-144.668836|62.563473
CHP|-144.610784|65.485472
4AK5|-144.479999|62.989882
CXC|-144.427097|61.582859
CRC|-144.075813|65.830494
DDT|-143.920514|62.724612
PCIK|-143.739931|66.645022
NTGM|-143.658365|-16.583928
PABA|-143.581867|70.133989
TSG|-143.326296416045|63.3735644589919
4AK3|-143.325958|61.377883
9AK0|-143.235471|62.512132
L20|-143.135452|65.311336
8AK9|-143.02334|63.299928
TKJ|-143.006117|63.295483
IBN|-142.995468|62.401846
6K8|-142.953683|63.329514
15Z|-142.903737|61.437061
4AK4|-142.889825|61.218722
75Z|-142.854349|62.211833
MYK|-142.686775|61.335674
5TE|-142.521934|63.133824
CYT|-142.493485|60.082013
KGZ|-142.380951|61.455134
CZN|-142.047681|62.07046
CKX|-141.952279|64.071338
PAOR|-141.929136|62.961333
19AK|-141.66177|59.969019
4Z5|-141.181295|62.007174
EAA|-141.150921|64.776393
BYA|-141.113375|64.078303
NTTO|-140.945886|-18.074814
NTGB|-140.887149|-15.819927
CYXQ|-140.867203|62.406189
NTMD|-140.228789|-8.795603
CYOC|-139.839441|67.569443
2Y3|-139.741099|59.562478
PYAK|-139.660240916173|59.503311969729
AK68|-139.509188|59.551644
AK70|-139.193928|59.412771
CYDA|-139.127775|64.043056
CYDB|-139.040558|61.371111
AK67|-139.025049|59.414439
NTMN|-139.011257|-9.768794
NTGP|-138.81281|-14.80946
AK69|-138.503671|59.248042
AK75|-138.439236|59.187207
AK76|-138.406744|59.126094
EZ2|-138.266693|64.900002
CYHT|-137.540695|60.7868
CSP|-136.638811|58.199069
AJ2|-136.570694|66.487999
NTGE|-136.439706|-18.465863
ELV|-136.347393|58.195184
PEC|-136.236273|57.955172
EX4|-136.183304|62.116699
BQV|-135.88517|58.455208
CYMA|-135.868334|63.616388
EK2|-135.772552|61.48399
PAGS|-135.707410066405|58.4252699092596
PAHN|-135.523538|59.243829
OOH|-135.451805|58.112159
EXI|-135.449033|58.420499
3Z9|-135.440718|59.234951
PAOH|-135.405136|58.097715
PASI|-135.361598|57.047128
AK29|-135.346209|57.052138
7K2|-135.322663|59.446895
PSGY|-135.315661|59.460062
ERO|-135.237382|58.971059
TKE|-135.218444|57.779658
2Z6|-135.213451|57.532154
CYXY|-135.06688983206|60.7110887969701
CYKD|-135.005835|68.223332
FNR|-134.897907|58.254386
NTGJ|-134.89032|-23.079862
CZFM|-134.860275|67.40778
BNF|-134.833141|57.088826
HWI|-134.755953|58.127441
FA4|-134.700043|60.1833
PWR|-134.650931|56.381017
AHP|-134.648154|56.246842
AGN|-134.585094|57.503555
PAJN|-134.576278|58.354964
5Z2|-134.497053|58.332174
5Z1|-134.435105|58.299672
AK23|-134.158388|56.886332
CDE|-134.135339|56.002113
AK43|-134.015356|58.069114
KAE|-133.945615|56.972996
TKL|-133.943421|58.489683
PAFE|-133.910261|56.961363
Z71|-133.796721|55.96629
7AK2|-133.729513|58.134396
CYSQ|-133.666718|59.58329
WSB|-133.641697|55.529639
2AK3|-133.631451|57.269936
KKPB|-133.622586|56.35186
AK19|-133.610084|56.328804
AK16|-133.594224|55.784905
CYEV|-133.483167|68.303792
2Z1|-133.439499|57.412151
CZFA|-133.37584|62.207499
AK57|-133.326721|55.937133
KWF|-133.243336|55.296323
AK62|-133.227828|55.849643
CGA|-133.147801|55.478831
1AK0|-133.145856|55.47522
96Z|-133.121715|56.116311
AQC|-133.101693|55.554658
PAKW|-133.075997|55.579232
CYUB|-133.026391|69.433334
63A|-132.960057|56.81132
PAPG|-132.945289|56.801651
KCC|-132.841969|56.003244
HYG|-132.828313|55.206316
CYZW|-132.742779|60.172778
HYL|-132.646094|55.481588
KTB|-132.536676|55.687962
CYDM|-132.421799|61.969501
KXA|-132.397514|55.537414
68A|-132.380018|56.466325
PAWG|-132.369832|56.484324
AK84|-132.255018|55.739636
CZMT|-132.117645|54.024807
CYZP|-131.813751|53.254303
AK78|-131.801134|55.916301
9C0|-131.738352|55.384651
8K9|-131.738074|55.38965
6Z4|-131.735018|55.382984
PAKT|-131.713737|55.355545
5KE|-131.668353|55.357986
13Z|-131.636683|55.601306
MTM|-131.578068|55.131045
PANT|-131.572279486573|55.0391501929904
KBE|-131.571691|55.929078
Z43|-131.556955|55.067992
AB5|-131.085526|56.675289
CYPR|-130.444717|54.286114
CAN8|-130.422722|54.564248
CAN6|-130.411213|54.316371
SPRH|-130.363001284408|54.2885830342126
SYPW|-130.348541|54.308217
SPRC|-130.327533|54.224849
CBY5|-130.282708|54.332088
CZSW|-130.274376|54.32995
BW4|-130.249985|56.966709
CYDL|-130.032216|58.422221
4Z7|-130.006703|55.90332
CZST|-129.984029|55.935417
CA2E|-129.904568|54.617693
CA2S|-129.783621|54.667254
CZAA|-129.484667|55.481456
YTB|-129.244201|53.416713
CYQH|-128.82056|60.117502
SYBD|-128.687696|53.166219
CYGH|-128.650835|66.240836
CYXT|-128.583206|54.4662813333333
CBW2|-128.543175|54.214021
YKT|-128.523664|52.613823
BQ8|-128.233331|55.066667
CAF2|-128.156668|52.185
CYDX|-128.11336|52.059273
YHC|-128.104638|51.744099
CYJQ|-128.058167|52.137192
CYBH|-127.936739|50.916303
ZNU|-127.879157|51.845418
ZOF|-127.707692|52.352202
CYZT|-127.367500931966|50.6808586860681
SYRI|-127.278926|51.682386
CYYD|-127.182588|54.824812
YRN|-127.180739|51.686691
SIHL|-127.115261|51.381138
XSA|-127.036172|50.639859
AT5|-127.025296|50.572098
CYAL|-126.909286|50.575981
YGN|-126.873178|50.852272
YTG|-126.829051|50.888496
CYVQ|-126.798223|65.281616
AM5|-126.783334|54.433334
CYBD|-126.595509|52.387631
CSKC|-126.237417|51.257981
SSGL|-126.1452|51.457088
SCGR|-126.140528|49.666631
EB3|-126.083298|67.333
CYPZ|-125.951378|54.376461
CYAZ|-125.775575378601|49.0791434348787
CMJN|-125.685754|51.814469
CAML|-125.391344|49.554395
AJ4|-125.302421838169|52.4538674854921
CYBL|-125.270759305912|49.9506872670167
CYSY|-125.2425|71.99389
CYIG|-125.150725|50.386478
SP00|-125.075371|49.337376
AH3|-124.980217|49.679466
CAA9|-124.939309|49.279679
BS8|-124.931118|49.322031
CYQQ|-124.890016278589|49.7120872436579
CBZ9|-124.768334|54.013333
SCAH|-124.737082|49.342174
BC2|-124.709|66.035797
CYGS|-124.688698|55.766998
CXBB|-124.620863|49.800271
KUIL|-124.562633|47.936584
CYGB|-124.519317|49.695357
5S6|-124.517639|42.857917
CYPW|-124.498891|49.832363
BW3|-124.467697|56.519699
4S1|-124.424306|42.413473
S05|-124.407864|43.086458
AT4|-124.393789284892|49.337427670414
S18|-124.392987|47.941466
11S|-124.313989|48.266086
OR36|-124.295649|42.067056
KBOK|-124.290092|42.074551
CYJM|-124.262775|54.39722
KOTH|-124.246013934022|43.4171028019016
KCEC|-124.236535839868|41.7801573971794
OR49|-124.234558|43.40039
1OR2|-124.218168|43.408723
O33|-124.212288|40.78096
1OR0|-124.202892|43.483169
AS5|-124.199997|59.966709
S16|-124.184621|47.124808
9S3|-124.180392|43.58317
45OR|-124.170661|43.154832
18S|-124.160938|43.10261
5WA8|-124.145695|47.042917
CYPU|-124.144767|52.112834
W04|-124.143785|47.003698
AG3|-124.138496|51.622299
79OR|-124.137891|43.694839
KFOT|-124.13266|40.553935
4OR9|-124.117341|43.97401
KEKA|-124.114942434696|40.804337560319
1O0|-124.114722|43.904167
6S2|-124.11137|43.982819
KACV|-124.108604083937|40.9781140634527
14S|-124.100728|46.897312
OR04|-124.085119|44.384564
5J2|-124.084559|43.866508
0Q5|-124.074354|40.028139
27OR|-124.06095|44.653172
8OR9|-124.059561|44.629561
6S6|-124.059263|42.869554
CYPC|-124.058609|69.361111
KONP|-124.057913773978|44.5803621851543
7WA9|-124.042932|46.3026
WN88|-124.032385|46.519265
S45|-124.02852|44.876923
AU4|-124.013566836882|54.0427857997751
WA27|-124.001264|46.316489
S51|-123.995433|41.511981
OR93|-123.994557|44.986219
0O9|-123.98452|41.845669
KPFC|-123.962339|45.199826
5S4|-123.939559|44.600952
KHQM|-123.936564|46.971196
15OR|-123.931532|46.116494
3S7|-123.929857|45.698162
O19|-123.927551|40.719299
OR63|-123.926804|45.841496
5OR3|-123.915113|44.730394
56S|-123.905417|46.016497
KAST|-123.878718639923|46.1579416621535
CYCD|-123.870111|49.052367
6OR3|-123.854014|45.455382
2S9|-123.823384|46.697621
OG03|-123.817919|46.187606
3S0|-123.814594|46.356215
S47|-123.814384630014|45.4182415177781
O16|-123.81347|40.085694
01WA|-123.812106|46.663155
OR74|-123.805081|42.701501
8Q3|-123.795571|39.474333
94WA|-123.773778|47.084814
O48|-123.75361|39.261945
OR73|-123.733968|42.778724
AP3|-123.717796|49.456299
CAM3|-123.709813263158|48.7536617222222
3S4|-123.682415|42.1036
O21|-123.668381|41.042908
OR23|-123.645135|46.162331
7WA0|-123.642971|48.098422
D63|-123.599762|40.49292
Q02|-123.590568|38.859631
84OR|-123.56951|42.247614
94OR|-123.548982|43.530672
WA16|-123.541111|46.799722
6OR6|-123.53451|42.391503
5OR0|-123.53312|42.285115
95OR|-123.532581|43.207615
Q69|-123.530288|38.801299
48OR|-123.501744|43.159282
KCLM|-123.499706508625|48.1201897616309
7WA1|-123.482687|48.096756
WN65|-123.476828|46.972596
Q75|-123.470592|40.627641
CYJF|-123.466797|60.234299
0OR2|-123.451172|42.133173
57OR|-123.451111|43.34
OR92|-123.436729|42.391505
CYWY|-123.436668|63.209444
CA51|-123.432509|38.704634
WA22|-123.430714|46.990374
66OR|-123.428405|43.098449
CYYJ|-123.426450047298|48.6474676405784
5OR2|-123.424829|45.10317
44S|-123.419274|45.102614
KNOW|-123.413955|48.141293
